apud	O
Seb	O
.	O
Gryphium	O
,	O
1540	O
Lutetiae	LOC
:	O
ex	O
officina	O
Michaëlis	O
Vascosani	O
...	O
,	O
1556	O
Lugduni	LOC
:	O
apud	O
Ioannam	O
Iacobi	O
Iuntae	O
,	O
1582	O
En	O
Perpiñan	O
:	O
por	O
Iuan	PERS
Figuerola	O
,	O
1672	O
Lugduni	LOC
:	O
sumptib	O
.	O
Phil	O
.	O
Borde	O
,	O
Laur	O
.	O
Arnaud	O
,	O
amp	O
;	O
Cl	O
.	O
Rigaud	O
,	O
1656	O
Lugduni	LOC
:	O
sumptib	O
.	O
Phil	O
.	O
Borde	O
,	O
Laur	O
.	O
Arnaud	O
,	O
amp	O
;	O
Cl	O
.	O
Rigaud	O
,	O
1655	O
Parisiis	LOC
:	O
apud	O
Michaelem	O
Sonnium	O
...	O
,	O
1598	O
-LSB-	O
Parisiis	LOC
-RSB-	O
:	O
venundat	O
-LSB-	O
ur	O
-RSB-	O
eius	O
impressori	O
Iodoco	O
Badio	O
Ascêsio	O
,	O
1532	O
Lugduni	LOC
:	O
apud	O
Ioannem	O
amp	O
;	O
Franciscum	O
Frellaeos	O
fratres	O
:	O
Ioannes	O
Barbous	O
excudebat	O
,	O
1541	O
Parisiis	LOC
:	O
apud	O
Hieronymum	O
et	O
Dionysiam	O
de	O
Marnef	O
...	O
,	O
1548	O
Parisiis	LOC
:	O
apud	O
Ioannem	O
Roigny	O
:	O
apud	O
Audoenum	O
Paruum	O
:	O
excudebat	O
Ioanni	O
Roigny	O
et	O
Audoëno	O
Petit	O
,	O
Benedictus	O
Praeuost	O
...	O
,	O
1547	O
Romae	LOC
:	O
Ex	O
typographia	O
Reverendae	O
Camerae	O
Apostolicae	O
,	O
1672	O
Lugduni	LOC
:	O
sumptibus	O
Petri	O
Landry	O
,	O
1588	O
Lugduni	LOC
:	O
apud	O
haeredes	O
Guilielmi	O
Roullii	O
,	O
1599	O
Lugduni	LOC
:	O
per	O
Franciscum	O
Fradinum	O
:	O
sumptibus	O
...	O
Hugonis	O
de	O
Porta	O
,	O
1534	O
Lugduni	LOC
:	O
-LSB-	O
Compagnie	O
des	O
LibrAires	LOC
de	O
Lyon	LOC
-RSB-	O
,	O
1584	O
Parisiis	LOC
:	O
ex	O
officina	O
Carolae	O
Guillard	O
...	O
,	O
1544	O
Lugduni	LOC
:	O
per	O
Iacobum	O
Myt	O
,	O
1521	O
Lugduni	LOC
:	O
expensis	O
Petri	O
Landry	O
,	O
1581	O
Lugduni	LOC
:	O
apud	O
Antonium	O
Tardif	O
,	O
1586	O
Lugduni	LOC
:	O
ex	O
officina	O
Iuntarum	O
,	O
1588	O
Parisiis	LOC
:	O
sub	O
signo	O
Magnae	O
Navis	O
-LSB-	O
Magnae	O
Societatis	O
Lutetianae	O
-RSB-	O
,	O
1589	O
Parisiis	LOC
:	O
sub	O
signo	O
Magnae	O
Navis	O
,	O
1589	O
Lugduni	LOC
:	O
Joannes	O
de	O
Jôuelle	O
...	O
imprimebat	O
,	O
1517	O
Imp	O
-LSB-	O
re	O
-RSB-	O
ssum	O
Lugduni	LOC
:	O
per	O
Joannê	O
Cambray	O
alias	O
Moylin	O
:	O
impêsis	O
...	O
Jacobi	O
q.	O
Francisci	O
de	O
Giuncta	O
Florentini	O
,	O
1534	O
Lugduni	LOC
:	O
apud	O
haered	O
.	O
Seb	O
.	O
Gryphii	O
,	O
1561	O
Parisiis	LOC
:	O
ex	O
officina	O
Rob	O
.	O
Stephani	O
,	O
1537	O
-LSB-	O
Parisiis	LOC
-RSB-	O
:	O
exaratum	O
opera	O
Ioannis	O
Marchant	O
:	O
amp	O
;	O
impensis	O
Ioannis	O
Parui	O
...	O
,	O
apud	O
Parrhisios	O
...	O
,	O
1511	O
Parisiis	LOC
:	O
apud	O
Carolum	O
Stephanum	O
...	O
,	O
1556	O
Parisiis	LOC
:	O
apud	O
Michaelem	O
Sonnium	O
...	O
,	O
1575	O
Lugduni	LOC
:	O
apud	O
Gulielmum	O
Rouil.	O
,	O
1566	O
Argentorati	LOC
:	O
ex	O
aedibus	O
Windelini	O
Rihelii	O
,	O
1549	O
Lugduni	LOC
:	O
sumptibus	O
Philippi	O
Tinghi	O
Florentini	O
,	O
1576	O
Lugduni	LOC
:	O
sumptibus	O
Philippi	O
Tinghi	O
Florentini	O
,	O
1575	O
Parisiis	LOC
:	O
apud	O
Gulielmum	O
le	O
Noir	O
...	O
,	O
1566	O
Lutetiae	LOC
Parisiorum	LOC
:	O
excudebat	O
Steph	O
.	O
Prevosteau	O
...	O
,	O
1590	O
Parisiis	LOC
:	O
Apud	O
Carolam	O
Guillard	O
,	O
viduam	O
Claudij	O
Cheuallonij	O
...	O
amp	O
;	O
Gulielmum	O
Desboys	O
...	O
,	O
1550	O
Parisiis	LOC
:	O
apud	O
Ioannem	O
Roigny	O
...	O
:	O
excudebat	O
Carola	O
Guillard	O
,	O
1543	O
Lugduni	LOC
:	O
apud	O
Antonium	O
Vincentium	O
:	O
excudebat	O
Ioannes	O
d'	O
Ogerolles	O
,	O
1556	O
Lugduni	LOC
:	O
apud	O
Antonium	O
Vincentium	O
:	O
excudebat	O
Symphorianus	O
Barbierus	O
,	O
1561	O
Parisiis	LOC
:	O
apud	O
Michaëlem	O
Iulianum	O
...	O
,	O
1571	O
-LSB-	O
Lugduni	LOC
-RSB-	O
:	O
excudebat	O
...	O
Dionysius	O
Harsaeus	O
...	O
,	O
1552	O
Lugduni	LOC
:	O
sumptibus	O
Philippi	O
Tinghi	O
...	O
,	O
1579	O
Lugduni	LOC
:	O
sumptibus	O
Philippi	O
Tinghi	O
...	O
,	O
1578	O
Lugduni	LOC
:	O
excudebat	O
Ioannes	O
Symonetus	O
...	O
,	O
1580	O
-LRB-	O
1579	O
-RRB-	O
Parisiis	LOC
:	O
apud	O
Simonem	O
Colinaeum	O
,	O
1544	O
-LSB-	O
Parisiis	LOC
-RSB-	O
:	O
venundantur	O
in	O
aedibus	O
Ioannis	O
Parui	O
amp	O
;	O
Iodoci	O
Badii	O
...	O
:	O
in	O
chalcographia	O
Iodocii	O
Badii	O
Ascensii	O
,	O
1519	O
Parisiis	LOC
:	O
ex	O
officina	O
Simonis	O
Colinaei	O
,	O
1526	O
Lugduni	LOC
:	O
apud	O
Guli	O
.	O
Rouillium	O
...	O
,	O
1566	O
Lugduni	LOC
:	O
apud	O
Gulielmum	O
Roillium	O
...	O
:	O
e	O
Typographia	O
Crispiniana	O
,	O
1566	O
Lugduni	LOC
:	O
apud	O
haeredes	O
Iacobi	O
Iunctae	O
:	O
excudebat	O
Symphorianus	O
Barbier	O
,	O
1564	O
Parisiis	LOC
:	O
venundantur	O
a	O
Francisco	O
Regnault	O
et	O
Ioanne	O
Frellon	O
:	O
in	O
aedibus	O
...	O
Nycolai	O
de	O
Pratis	O
...	O
,	O
1517	O
Parisiis	LOC
:	O
apud	O
Claudium	O
Fremy	O
:	O
excudebat	O
...	O
Annetus	O
Briere	O
,	O
Claudio	O
Fremy	O
1561	O
Parisiis	LOC
:	O
apud	O
Guillielmum	O
Desboys	O
...	O
:	O
ex	O
calcographia	O
Ioannis	O
Sauetier	O
...	O
,	O
1560	O
Lugduni	LOC
:	O
apud	O
Petrum	O
Landry	O
:	O
ex	O
typographia	O
Ioannis	O
Quadrati	O
,	O
1573	O
Parisiis	LOC
:	O
apud	O
Claudium	O
Frémy	O
...	O
,	O
1560	O
Lugduni	LOC
:	O
expensis	O
Ambrosii	O
du	O
Port	O
,	O
1586	O
Parisiis	LOC
:	O
apud	O
Gulielmum	O
Merlin	O
et	O
Sebastianum	O
Niuellium	O
...	O
,	O
1570	O
Parisiis	LOC
:	O
apud	O
Michaëlem	O
Sonnium	O
...	O
,	O
1581	O
Lugduni	LOC
:	O
sumptibus	O
Petri	O
Landry	O
:	O
typis	O
Ioannis	O
Tholosan	O
,	O
1595	O
-LRB-	O
1594	O
-RRB-	O
Lugduni	LOC
:	O
sumptibus	O
Ioannis	O
Baptistae	O
Buysson	O
,	O
1596	O
Lugduni	LOC
:	O
apud	O
Gulielmum	O
Rouillium	O
,	O
1571	O
Lugduni	LOC
:	O
excudebat	O
Sebastianus	O
Gryphius	O
,	O
1533	O
Parisiis	LOC
:	O
apud	O
Martinum	O
Iuuenem	O
...	O
,	O
1569	O
Impressus	O
Parisiis	LOC
:	O
per	O
Iohanne	O
Petit	O
...	O
,	O
1511	O
Lugduni	LOC
:	O
p	O
-LSB-	O
er	O
-RSB-	O
Iacobû	O
Mareschal	O
:	O
impensis	O
eius	O
,	O
amp	O
;	O
Vincêtij	O
de	O
Portonarijs	O
...	O
,	O
1529	O
-LSB-	O
Lugduni	LOC
-RSB-	O
:	O
per	O
...	O
Iacobum	O
Mareschal	O
...	O
suisq	O
-LSB-	O
ue	O
-RSB-	O
impensis	O
elaborata	O
amp	O
;	O
Vincentij	O
de	O
Portonariis	O
...	O
,	O
-LSB-	O
1529	O
?	O
-RSB-	O
Parisiis	LOC
:	O
ex	O
typis	O
Fratrum	O
Delalain	O
,	O
1891	O
Parisiis	LOC
:	O
ex	O
typis	O
Fratrum	O
Delalain	O
,	O
1894	O
Parisiis	LOC
:	O
Ex	O
typis	O
Fratrum	O
Delalain	O
,	O
1889	O
Parisiis	LOC
:	O
ex	O
typis	O
Fratrum	O
Delalain	O
,	O
1897	O
Lugduni	LOC
:	O
apud	O
Gulielmum	O
Rouillium	O
,	O
1547	O
Lugduni	LOC
:	O
apud	O
Antonium	O
Vincentium	O
:	O
excudebat	O
Nicolaus	PERS
Petronillus	O
,	O
1561	O
Lugduni	LOC
:	O
ex	O
officina	O
Iuntarum	O
:	O
excudebat	O
Iacobus	O
Roussin	O
,	O
1593	O
Impressa	O
Lugd	O
-LSB-	O
uni	O
-RSB-	O
:	O
opera	O
et	O
industria	O
...	O
Johannis	O
Cleyn	O
...	O
,	O
1513	O
Impressum	O
Lugduni	LOC
:	O
per	O
magistrû	O
Iohêm	O
Cleyn	O
,	O
1502	O
Argentorati	LOC
:	O
ex	O
aedibus	O
Joannis	O
Knoblouchii	O
...	O
,	O
1522	O
Lugduni	LOC
:	O
apud	O
Sebastianum	O
Gryphium	O
,	O
1552	O
Lugduni	LOC
:	O
apud	O
haeredes	O
Sebastiani	O
Gryphii	O
,	O
1562	O
Lugduni	LOC
:	O
apud	O
Antonium	O
Vincentium	O
:	O
excudebat	O
Symphorianus	O
Barbierus	O
,	O
-LSB-	O
1561	O
?	O
-RSB-	O
Parisiis	LOC
:	O
ex	O
officina	O
Gerardi	O
Morrhij	O
Campensis	O
:	O
apud	O
Collegium	O
Sorbonae	O
,	O
1530	O
Parisiis	LOC
:	O
apud	O
Michaëlem	O
Sonnium	O
:	O
cudebat	O
,	O
typisque	O
mandabat	O
Ioannes	O
Charron	O
...	O
:	O
impensis	O
Nicolai	O
Chesneau	O
et	O
Michaelis	O
Sonnij	O
,	O
1571	O
Lugduni	LOC
:	O
-LSB-	O
s.n.	O
-RSB-	O
,	O
1540	O
Lugduni	LOC
:	O
apud	O
Ant	O
.	O
Vincentium	O
:	O
excudebat	O
Petrus	O
Fradin	O
,	O
1553	O
-LRB-	O
1554	O
-RRB-	O
-LSB-	O
Parisiis	LOC
:	O
apud	O
Sebastianum	O
Niuellium	O
,	O
1574	O
-RSB-	O
-LSB-	O
Parisiis	LOC
-RSB-	O
:	O
ex	O
aedibus	O
Ascensianis	O
,	O
1507	O
Parisiis	LOC
:	O
ex	O
officina	O
Claudii	O
Chevallonii	O
...	O
:	O
B.	O
Rembolt	O
,	O
1529	O
Lugduni	LOC
:	O
apud	O
Antonium	O
Vincentium	O
...	O
:	O
per	O
Georgium	O
Regnault	O
,	O
1546	O
Parisiis	LOC
:	O
apud	O
Aegidium	O
Gorbinum	O
...	O
,	O
1587	O
-LSB-	O
Lugduni	LOC
:	O
Joannes	O
Baptista	O
Regnauld	O
,	O
1587	O
-RSB-	O
Parisiis	LOC
:	O
ex	O
officnia	O
-LSB-	O
sic	O
-RSB-	O
...	O
Petri	O
Gaudoul	O
...	O
:	O
excudebat	O
Petrus	O
Vidouaeus	O
...	O
,	O
1524	O
Lugduni	LOC
:	O
sumptibus	O
Petri	O
Landry	O
,	O
1596	O
Lutetiae	LOC
:	O
ex	O
officina	O
typographica	O
Michaëlis	O
Vascosani	O
...	O
,	O
1555	O
Parisiis	LOC
:	O
apud	O
Simonem	O
Colinaeum	O
,	O
1534	O
Francofurti	LOC
ad	O
Moenum	O
:	O
impensis	O
Friderici	O
Knochii	O
:	O
typis	O
Martini	O
Jacqueti	O
,	O
1702	O
Coloniae	LOC
:	O
apud	O
Geruinum	O
Calenium	O
et	O
haeredes	O
Iohannis	O
Quentel	O
...	O
,	O
1579	O
Francofurti	LOC
ad	O
Moenum	O
:	O
impensis	O
Johannis	O
Theobaldi	O
Schônwetteri	O
,	O
1600	O
Augustae	LOC
Vindelicorum	LOC
:	O
excudebat	O
Christophor	O
.	O
Mangus	O
...	O
,	O
1607	O
-LRB-	O
1606	O
-RRB-	O
Francofurti	LOC
:	O
apud	O
Claudium	O
Marnium	O
amp	O
;	O
heredes	O
Ioannis	O
Aubrii	O
,	O
1606	O
-LSB-	O
Heidelbergae	O
:	O
Henricus	O
Knoblochtzer	O
-LRB-	O
?	O
-RRB-	O
-RSB-	O
,	O
1488	O
,	O
21	O
Mayo	O
-LSB-	O
Coloniae	LOC
Agrippinae	LOC
-RSB-	O
:	O
per	O
me	O
Johannem	O
Koelhoff	O
de	O
Lubeck	O
ciuen	O
Colonieñ	O
impressa	O
,	O
1488	O
,	O
7	O
Septiembre	O
Coloniae	LOC
Agrippinae	LOC
:	O
in	O
Officina	O
Birkmannica	O
:	O
sumptibus	O
Arnoldi	O
Mylij	O
,	O
1600	O
Coloniae	LOC
Agrippinae	LOC
:	O
apud	O
Lambertum	O
Andreae	O
,	O
1598	O
Coloniae	LOC
Agrippinae	LOC
:	O
apud	O
Ioannem	O
Gymnicum	O
,	O
1598	O
Coloniae	LOC
Agrippinae	LOC
:	O
in	O
Officina	O
Birckmannica	O
:	O
sumptibus	O
Arnoldi	O
Mylii	O
,	O
1599	O
?	O
Coloniae	LOC
:	O
opera	O
amp	O
;	O
impensis	O
Melchioris	O
Nouesiani	O
,	O
1534	O
Coloniae	LOC
:	O
in	O
Officina	O
Birckmannica	O
:	O
sumptibus	O
Arnoldi	O
Mylij	O
,	O
1596	O
Francofurti	LOC
:	O
in	O
Bibliopolio	O
Cambieriano	O
,	O
1603	O
Francofurti	LOC
:	O
ex	O
officina	O
typographica	O
Ioannis	O
Wecheli	O
:	O
impensis	O
Roberti	O
Cambieri	O
,	O
1586	O
Francofurti	LOC
:	O
in	O
Bibliopolio	O
Andreae	O
Cambieri	O
:	O
excudebat	O
Ioannes	O
Wechelus	O
:	O
impensis	O
Roberti	O
Cambieri	O
,	O
1604	O
-LRB-	O
1585	O
-RRB-	O
Francofurti	LOC
:	O
impensis	O
Lazari	O
Zetzneri	O
...	O
,	O
1608	O
Coloniae	LOC
:	O
apud	O
Haeredes	O
Iohannis	O
Quentel	O
amp	O
;	O
Geruinum	O
Calenium	O
,	O
1560	O
Francofurti	LOC
:	O
apud	O
Andreae	O
Wecheli	O
heredes	O
,	O
Claud	O
.	O
Marnium	O
,	O
et	O
Ioan	O
.	O
Aubrium	O
,	O
1595	O
Francofurti	LOC
:	O
apud	O
haeredes	O
Andreae	O
Wecheli	O
,	O
Claud	O
.	O
Marnium	O
et	O
Ioann	O
.	O
Aubrium	O
,	O
1595	O
Coloniae	LOC
:	O
excudebat	O
Ioannes	O
Novuesianus	O
:	O
suis	O
ac	O
Materni	O
Cholini	O
sumptibus	O
,	O
1554	O
Coloniae	LOC
:	O
apud	O
Geruinum	O
Calenium	O
amp	O
;	O
haredes	O
Iohannis	O
Quentel	O
,	O
1574	O
Coloniae	LOC
Agrippinae	LOC
:	O
apud	O
Ioannem	O
Birckmannum	O
,	O
1572	O
Francofurti	LOC
ad	O
Moenum	O
:	O
impensis	O
Sigismundi	O
Feyerabend	O
,	O
1581	O
Coloniae	LOC
:	O
expensis	O
Ioannis	O
Baptista	O
Ciotti	O
Senensis	O
,	O
1588	O
Coloniae	LOC
:	O
apud	O
Ioan	O
.	O
Gymnicum	O
,	O
1536	O
Ingolstadii	O
:	O
ex	O
Officina	O
Typographica	O
Dauidis	O
Sartorii	O
,	O
1583	O
Coloniae	LOC
:	O
apud	O
Arnoldum	O
Quentelium	O
,	O
1597	O
-LRB-	O
1596	O
-RRB-	O
Coloniae	LOC
:	O
apud	O
haeredes	O
Ioannis	O
Quentel	O
,	O
amp	O
;	O
Geruinum	O
Calenium	O
,	O
1562	O
Heidelbergae	O
:	O
apud	O
H.	O
Commelinum	O
,	O
1597	O
Augustae	LOC
Vindelicorum	LOC
:	O
imprimebat	O
Michaël	O
Manger	O
...	O
,	O
1576	O
Coloniae	LOC
Agrippinae	LOC
:	O
apud	O
viduam	O
Ioannis	O
Birckmanni	O
,	O
1575	O
Coloniae	LOC
:	O
apud	O
haeredes	O
Iohannis	O
Quentel	O
amp	O
;	O
Geruinum	O
Calenium	O
,	O
1561	O
Coloniae	LOC
:	O
apud	O
Geruuinum	O
Calenium	O
,	O
amp	O
;	O
haeredes	O
Iohannis	O
Quentel	O
,	O
1568	O
Coloniae	LOC
Agrippinae	LOC
:	O
apud	O
Ioannem	O
Birckmannum	O
...	O
,	O
1573	O
-LSB-	O
Heidelbergae	O
-RSB-	O
:	O
ex	O
Officina	O
Sanctandreana	O
,	O
1584	O
Francofurti	LOC
:	O
apud	O
haeredes	O
Andreae	O
Wecheli	O
,	O
Claudium	O
Marnium	O
et	O
Ioan	O
.	O
Aubrium	O
,	O
1594	O
Coloniae	LOC
:	O
Ioannis	O
Baptistae	O
Ciotti	O
...	O
aere	O
,	O
1589	O
Coloniae	LOC
:	O
Ioannis	O
Baptistae	O
Ciotti	O
...	O
,	O
1588	O
Coloniae	LOC
Agrippinae	LOC
:	O
ex	O
Officina	O
Crithiana	O
...	O
:	O
apud	O
Petrum	O
Henningium	O
,	O
1624	O
Coloniae	LOC
Agrippinae	LOC
:	O
apud	O
Ioannem	O
Birckmannum	O
et	O
Wernerum	O
Richwinum	O
...	O
,	O
1562	O
Coloniae	LOC
Agrippinae	LOC
:	O
typis	O
Godefridi	O
Kempensis	O
,	O
1581	O
Coloniae	LOC
:	O
ex	O
officina	O
typographica	O
Arnoldi	O
Quentelij	O
,	O
1600	O
-	O
1601	O
-LSB-	O
Coloniae	LOC
-RSB-	O
:	O
excudebat	O
Iaspar	O
Gennepaeus	O
,	O
1548	O
Coloniae	LOC
Agrippinae	LOC
:	O
apud	O
Geruinum	O
Calenium	O
et	O
haeredes	O
Quentelios	O
,	O
1576	O
Coloniae	LOC
:	O
apud	O
Geruuinum	O
Calenium	O
amp	O
;	O
haeredes	O
Ioannis	O
Quentel	O
,	O
1569	O
Coloniae	LOC
:	O
apud	O
Geruuinum	O
Calenium	O
amp	O
;	O
haeredes	O
Iohannis	O
Quentel	O
,	O
1569	O
Coloniae	LOC
:	O
apud	O
Geruuinum	O
Calenium	O
,	O
amp	O
;	O
haeredes	O
Ioannis	O
Quentel	O
,	O
1570	O
Coloniae	LOC
:	O
apud	O
Geruuinum	O
Calenium	O
amp	O
;	O
haeredes	O
Iohanis	O
Quentel	O
,	O
1570	O
Francofurti	LOC
:	O
sumptibus	O
Ludouici	O
Regis	O
...	O
,	O
1628	O
Francofurdi	O
:	O
apud	O
Andreae	O
Wecheli	O
haeredes	O
,	O
Claudium	O
Marnium	O
et	O
Ioann	O
.	O
Aubrium	O
,	O
1589	O
Ingolstadii	O
:	O
excudebat	O
David	O
Sartorius	O
,	O
1590	O
Coloniae	LOC
:	O
ex	O
officina	O
haeredum	O
Ioannis	O
Quentel	O
,	O
1552	O
Coloniae	LOC
Agrippinae	LOC
:	O
excudebat	O
Maternus	O
Cholinus	O
,	O
1575	O
Coloniae	LOC
:	O
apud	O
Maternum	O
Cholinum	O
,	O
1575	O
Coloniae	LOC
:	O
apud	O
Haeredes	O
Iohannis	O
Quentel	O
amp	O
;	O
Geruuinum	O
Calenium	O
,	O
1560	O
Coloniae	LOC
:	O
Eucharius	O
Cervicornus	O
...	O
excudebat	O
:	O
impensis	O
Petri	O
Quentell	O
,	O
1536	O
Impressum	O
Francofurti	LOC
ad	O
Moenum	O
:	O
apud	O
Georgium	O
Coruinum	O
,	O
Sigismundum	O
Feierabend	O
,	O
amp	O
;	O
haeredes	O
Wigandi	O
Galli	O
,	O
1568	O
Coloniae	LOC
:	O
in	O
Officina	O
Birckmannica	O
,	O
1583	O
Moguntiae	O
:	O
in	O
aedibus	O
Ioannis	O
Schoeffer	O
,	O
1521	O
Francofurdi	O
:	O
apud	O
haeredes	O
Andreae	O
Wecheli	O
,	O
1586	O
Francofurti	LOC
:	O
impensis	O
Sigismundi	O
Feyerabendt	O
,	O
1580	O
Coloniae	LOC
:	O
Arnold	O
Birckman	O
:	O
ex	O
officina	O
Melchioris	O
Nouesiani	O
...	O
,	O
1536	O
Moguntiae	O
:	O
-LSB-	O
s.n.	O
-RSB-	O
,	O
1543	O
Coloniae	LOC
Agrippinae	LOC
:	O
apud	O
Geruinum	O
Calenium	O
amp	O
;	O
haeredes	O
Quentelios	O
amp	O
;	O
c.	O
,	O
1571	O
Francofurti	LOC
:	O
apud	O
heredes	O
Andreae	O
Wecheli	O
,	O
1584	O
Francofurdi	O
:	O
apud	O
Andreae	O
Wecheli	O
heredes	O
,	O
Claudium	O
Marnium	O
amp	O
;	O
Ioann	O
.	O
Aubrium	O
,	O
1587	O
Francofurdi	O
:	O
apud	O
heredes	O
Andreae	O
Wecheli	O
,	O
1584	O
Coloniae	LOC
Agrippinae	LOC
:	O
apud	O
Geruuinum	O
Calenium	O
amp	O
;	O
haeredes	O
Iohannis	O
Quentelij	O
,	O
1571	O
Coloniae	LOC
:	O
impensis	O
Arnoldi	O
Birckman	O
,	O
1541	O
Coloniae	LOC
:	O
impensis	O
...	O
Arnoldi	O
Birckman	O
...	O
,	O
1540	O
-LRB-	O
1532	O
-RRB-	O
-LSB-	O
Coloniae	LOC
-RSB-	O
:	O
apud	O
foelicem	O
Coloniam	O
Iohannes	O
Soter	O
excudebat	O
:	O
impensis	O
Arnoldi	O
Birckman	O
,	O
1533	O
-LSB-	O
Coloniae	LOC
-RSB-	O
:	O
apud	O
foelicê	O
Coloniam	O
Iohannes	O
Soter	O
excudebat	O
:	O
impensis	O
Arnoldi	O
Birckman	O
,	O
1533	O
-LRB-	O
1532	O
-RRB-	O
-LSB-	O
Coloniae	LOC
-RSB-	O
:	O
impensis	O
Francisci	O
Birckman	O
,	O
1529	O
-LSB-	O
Coloniae	LOC
-RSB-	O
:	O
impensis	O
Arnoldi	O
Birckman	O
,	O
1540	O
Coloniae	LOC
:	O
excudebat	O
Melchior	O
Nouesianus	O
,	O
1544	O
Coloniae	LOC
:	O
apud	O
Maternum	O
Cholinum	O
,	O
1574	O
Coloniae	LOC
:	O
apud	O
Ioannem	O
Birckmannum	O
,	O
1571	O
Coloniae	LOC
:	O
apud	O
Maternum	O
Cholinum	O
,	O
1582	O
Francofurti	LOC
ad	O
Moenum	O
:	O
apud	O
Georgium	O
Coruinum	O
:	O
impensis	O
Sigismundi	O
et	O
Iohannis	O
Feirabendinorum	O
,	O
1578	O
Francofurti	LOC
ad	O
Moenum	O
:	O
apud	O
Georgium	O
Coruinum	O
:	O
impensis	O
Sigismundi	O
amp	O
;	O
Iohannis	O
Feyrabendinorum	O
,	O
1578	O
Francofurti	LOC
ad	O
Moenum	O
:	O
apud	O
Georgium	O
Coruinum	O
:	O
impensis	O
Sigismundi	O
et	O
Iohannis	O
Feyrabendinorum	O
,	O
1578	O
Coloniae	LOC
:	O
ex	O
officina	O
Melchioris	O
Novesiani	O
,	O
1540	O
Coloniae	LOC
:	O
ex	O
officina	O
Petri	O
Quentel	O
...	O
,	O
1546	O
Coloniae	LOC
:	O
ex	O
officina	O
Ioannis	O
Prael	O
,	O
1533	O
Parisiis	LOC
:	O
apud	O
Hieronymu	O
de	O
Marnef	O
,	O
amp	O
;	O
viduam	O
Gulielmi	O
Cauellat	O
...	O
,	O
1584	O
Coloniae	LOC
Agrippinae	LOC
:	O
in	O
Officina	O
Birckmannica	O
:	O
typis	O
Godefridi	O
Kempensis	O
,	O
1583	O
Coloniae	LOC
:	O
apud	O
haeredes	O
Iohannis	O
Quentel	O
amp	O
;	O
Geruuinum	O
Calenium	O
,	O
1566	O
Coloniae	LOC
Agrippinae	LOC
:	O
excudebatur	O
Gualthero	O
Fabricio	O
...	O
,	O
1563	O
Coloniae	LOC
:	O
excudebat	O
Iaspar	O
Gennepius	O
,	O
1532	O
-LSB-	O
Coloniae	LOC
:	O
excudebat	O
Iaspar	O
Gennepius	O
,	O
1534	O
?	O
-RSB-	O
Coloniae	LOC
:	O
apud	O
Maternum	O
Cholinum	O
,	O
1567	O
Coloniae	LOC
:	O
apud	O
Geruuinum	O
Calenium	O
,	O
amp	O
;	O
haeredes	O
Iohannis	O
Quentel	O
...	O
,	O
1568	O
Coloniae	LOC
:	O
excudebat	O
Ioannes	O
Gymnicus	O
,	O
1538	O
Coloniae	LOC
:	O
Petrus	O
Quentel	O
suis	O
impensis	O
excudebat	O
,	O
1542	O
Ingolstadii	O
:	O
excudebat	O
David	O
Sartorius	O
,	O
1579	O
Impressum	O
Francofurti	LOC
ad	O
Moenum	O
:	O
apud	O
Franciscum	O
Bassaeum	O
:	O
impensis	O
Nicolai	O
Bassaei	O
Fr.	O
,	O
1577	O
Francofurti	LOC
ad	O
Moenum	O
:	O
ex	O
officina	O
typographica	O
And	O
.	O
Wecheli	O
,	O
1577	O
Francofurti	LOC
:	O
ex	O
officina	O
Nicolai	O
Basaei	O
:	O
apud	O
Nicolaum	O
Bassaeum	O
et	O
Ioannem	O
Bellerum	O
,	O
1574	O
-LRB-	O
1573	O
-RRB-	O
Coloniae	LOC
:	O
apud	O
haeredes	O
Arnoldi	O
Birckmanni	O
,	O
1570	O
Coloniae	LOC
:	O
ex	O
officina	O
Melchioris	O
Nouesiani	O
,	O
1548	O
Coloniae	LOC
:	O
excudebat	O
Ioannes	O
Nouesianus	O
:	O
suis	O
ac	O
Materni	O
Cholini	O
sumptibus	O
...	O
,	O
1554	O
-LSB-	O
Coloniae	LOC
Agrippinae	LOC
-RSB-	O
:	O
Eucharius	O
Ceruicornus	O
Agrippinas	O
excudebat	O
:	O
impensis	O
M.	O
Gotfridi	O
Hittorpij	O
...	O
,	O
1540	O
Coloniae	LOC
Agrippinae	LOC
:	O
apud	O
haeredes	O
Materni	O
Cholini	O
,	O
1589	O
Coloniae	LOC
:	O
ex	O
officina	O
Eucharii	O
Ceruicorni	O
...	O
,	O
1530	O
Coloniae	LOC
:	O
apud	O
Maternum	O
Cholinum	O
,	O
1573	O
Francofurti	LOC
ad	O
Moenum	O
:	O
impensis	O
Sigismundi	O
Feyerabendij	O
:	O
apud	O
Georgium	O
Coruinum	O
,	O
1579	O
Coloniae	LOC
Agrippinae	LOC
:	O
ex	O
officina	O
Petri	O
Haack	O
:	O
sumptibus	O
Petri	O
Henningi	O
,	O
1613	O
Coloniae	LOC
Agrippinae	LOC
:	O
apud	O
Geruuinum	O
Calenium	O
,	O
amp	O
;	O
haeredes	O
Iohannis	O
Quentelij	O
,	O
1568	O
Coloniae	LOC
Agrippinae	LOC
:	O
in	O
Officina	O
Birckmannica	O
:	O
sumptibus	O
Arnoldi	O
Mylii	O
,	O
1596	O
Heidelbergae	O
:	O
-LSB-	O
s.n.	O
-RSB-	O
,	O
1587	O
Coloniae	LOC
:	O
apud	O
Maternum	O
Cholinum	O
